ID|Name|Location|Repository
BodDou141|Bodleian Library: Douce 141 (SC 21715)|Oxford|Bodleian Library
BodDou148|Bodleian Library: Douce 148 (SC 21722)|Oxford|Bodleian Library
BodDou156|Bodleian Library: Douce 156 (SC 21730)|Oxford|Bodleian Library
BodDou157|Bodleian Library: Douce 157 (SC 21731)|Oxford|Bodleian Library
BodDou158|Bodleian Library: Douce 158 (SC 21732)|Oxford|Bodleian Library
BodDou169|Bodleian Library: Douce 169 (SC 21743)|Oxford|Bodleian Library
BodDou170|Bodleian Library: Douce 170 (SC 21744)|Oxford|Bodleian Library
BodDou175|Bodleian Library: Douce 175 (SC 21749) [olim Phillipps 8322]|Oxford|Bodleian Library
BodDou207|Bodleian Library: Douce 207 (SC 21781)|Oxford|Bodleian Library
BodDou210|Bodleian Library: Douce 210 (SC 21784)|Oxford|Bodleian Library
BodDou216|Bodleian Library: Douce 216 (SC 21790)|Oxford|Bodleian Library
BodDou228|Bodleian Library: Douce 228 (SC 21802)|Oxford|Bodleian Library
BodDou229|Bodleian Library: Douce 229 (SC 21803)|Oxford|Bodleian Library
BodDou232|Bodleian Library: Douce 232 (SC 21806)|Oxford|Bodleian Library
BodDou236|Bodleian Library: Douce 236 (SC 21810)|Oxford|Bodleian Library
BodDou246|Bodleian Library: Douce 246 (SC 21820)|Oxford|Bodleian Library
BodDou257|Bodleian Library: Douce 257 (SC 21831)|Oxford|Bodleian Library
BodDou261|Bodleian Library: Douce 261 (SC 21835)|Oxford|Bodleian Library
BodDou275|Bodleian Library: Douce 275 (SC 21849)|Oxford|Bodleian Library
BodDou295|Bodleian Library: Douce 295 (SC 21869)|Oxford|Bodleian Library
BodDou302|Bodleian Library: Douce 302 (SC 21876)|Oxford|Bodleian Library
BodDou309|Bodleian Library: Douce 309 (SC 21883)|Oxford|Bodleian Library
BodDou322|Bodleian Library: Douce 322 (SC 21896)|Oxford|Bodleian Library
BodDou323|Bodleian Library: Douce 323 (SC 21897)|Oxford|Bodleian Library
BodDou324|Bodleian Library: Douce 324 (SC 21898)|Oxford|Bodleian Library
BodDou326|Bodleian Library: Douce 326 (SC 21900)|Oxford|Bodleian Library
BodDou341|Bodleian Library: Douce 341 (SC 21916)|Oxford|Bodleian Library
BodDou345|Bodleian Library: Douce 345 (SC 21920)|Oxford|Bodleian Library
BodDou376|Bodleian Library: Douce 376 (SC 21951)|Oxford|Bodleian Library
BodDou378|Bodleian Library: Douce 378 (SC 21953)|Oxford|Bodleian Library
BodDou381|Bodleian Library: Douce 381 (SC 21956)|Oxford|Bodleian Library
BodDou384|Bodleian Library: Douce 384 (SC 21959)|Oxford|Bodleian Library
BodDouAdd137|Bodleian Library: Douce Addit. 137|Oxford|Bodleian Library
BodDouA314|Bodleian Library: Douce A.314 (printed book: Arnolds Chronicle)|Oxford|Bodleian Library
BodDoud4|Bodleian Library: Douce d.4 (SC 21981)|Oxford|Bodleian Library
BodDoug2|Bodleian Library: Douce g.2 (SC 22005)|Oxford|Bodleian Library
BodDoufrD48|Bodleian Library: Douce fragments D.48 (printed ?Copland, c. 1500)|Oxford|Bodleian Library
BodDoufrE20|Bodleian Library: Douce fragments E.20 (printed)|Oxford|Bodleian Library
BodDoufrE40|Bodleian Library: Douce fragments E.40 (printed)|Oxford|Bodleian Library
BodDoufrF48|Bodleian Library: Douce fragments F.48 (printed)|Oxford|Bodleian Library
BodDugd45|Bodleian Library: Dugdale 45 (SC 6533)|Oxford|Bodleian Library
BodDHumd2|Bodleian Library: Duke Humfrey d.2 [olim Earl Fitzwilliam]|Oxford|Bodleian Library
BodEngmiscc95|Bodleian Library: Eng. misc. c.95|Oxford|Bodleian Library
BodEngmiscc291|Bodleian Library: Eng. misc. c.291 [olim Halliday Cat.]|Oxford|Bodleian Library
BodEngMisC674|Bodleian Library: Eng. misc. C.674|Oxford|Bodleian Library
BodEngMise241|Bodleian Library: Eng. misc. e.241|Oxford|Bodleian Library
BodEngPoeta1|Bodleian Library: Eng. poet. a.1 (SC 3938) [Vernon MS]|Oxford|Bodleian Library
BodEngPoetb4|Bodleian Library: Eng. poet. b.4|Oxford|Bodleian Library
BodEngPoetb5|Bodleian Library: Eng. poet. b.5|Oxford|Bodleian Library
BodEngPoetc3|Bodleian Library: Eng. poet. c.3 (SC 30516)|Oxford|Bodleian Library
BodEngPoetc4|Bodleian Library: Eng. poet. c.4 (SC 31791)|Oxford|Bodleian Library
BodEngPoetd4|Bodleian Library: Eng. poet. d.4 (SC 30126)|Oxford|Bodleian Library
BodEngPoetd5|Bodleian Library: Eng. poet. d.5 (SC 31040)|Oxford|Bodleian Library
BodEngPoetd27|Bodleian Library: Eng. poet. d.27|Oxford|Bodleian Library
BodEngPoetd45|Bodleian Library: Eng. poet. d.45 [olim Frampton Court]|Oxford|Bodleian Library
BodEngPoetd200|Bodleian Library: Eng. poet. d.200|Oxford|Bodleian Library
BodEngPoetd208|Bodleian Library: Eng. poet. d.208|Oxford|Bodleian Library
BodEngPoete1|Bodleian Library: Eng. poet. e.1 (SC 29734)|Oxford|Bodleian Library
BodEngPoete15|Bodleian Library: Eng. poet. e.15 (SC 32401)|Oxford|Bodleian Library
BodEngPoete17|Bodleian Library: Eng. poet. e.17 (SC 32690)|Oxford|Bodleian Library
BodEngPoete94|Bodleian Library: Eng. poet. e.94 [formerly in printed book 80 G 40 Med]|Oxford|Bodleian Library
BodEngPoetf1|Bodleian Library: Eng. poet. f.1 (SC 31360) [17th-c. transcr. of a SEL fragment]|Oxford|Bodleian Library
BodEngPoetf2|Bodleian Library: Eng. poet. f.2 (SC 30519)|Oxford|Bodleian Library
BodEngTheold36|Bodleian Library: Eng. theol. d. 36|Oxford|Bodleian Library
BodEngTheole1|Bodleian Library: Eng. theol. e.1|Oxford|Bodleian Library
BodEngTheole15|Bodleian Library: Eng. theol. e.15|Oxford|Bodleian Library
BodEngTheole16|Bodleian Library: Eng. theol. e.16 (SC 32216)|Oxford|Bodleian Library
BodEngTheole17|Bodleian Library: Eng. theol. e.17 (SC 32690)|Oxford|Bodleian Library
BodEngTheole94|Bodleian Library: Eng. theol. e.94|Oxford|Bodleian Library
BodEngTheole181|Bodleian Library: Eng. theol. e.181|Oxford|Bodleian Library
BodEngTheolf39|Bodleian Library: Eng. theol. f.39 [olim Helmingham]|Oxford|Bodleian Library
BodFacsd24|Bodleian Library: Facs. d.24 [of Shrewsbury School 6]|Oxford|Bodleian Library
BodFacse23|Bodleian Library: Facs. e.23 [of Harley 3909]|Oxford|Bodleian Library
BodFair3|Bodleian Library: Fairfax 3 (SC 3883)|Oxford|Bodleian Library
BodFair6|Bodleian Library: Fairfax 6 (SC 3886)|Oxford|Bodleian Library
BodFair8|Bodleian Library: Fairfax 8 (SC 3888)|Oxford|Bodleian Library
BodFair14|Bodleian Library: Fairfax 14 (SC 3894)|Oxford|Bodleian Library
BodFair16|Bodleian Library: Fairfax 16 (SC 3896)|Oxford|Bodleian Library
BodFair24|Bodleian Library: Fairfax 24 (SC 3904)|Oxford|Bodleian Library
BodFird14|Bodleian Library: Firth d.14 (NSC 46879)|Oxford|Bodleian Library
BodGoughet4|Bodleian Library: Gough eccl. top. 4 (SC 17680)|Oxford|Bodleian Library
BodGoughlit3|Bodleian Library: Gough liturg. 3 (SC 18344)|Oxford|Bodleian Library
BodGoughlit7|Bodleian Library: Gough liturg. 7 (SC 18340)|Oxford|Bodleian Library
BodGouNor43|Bodleian Library: Gough Norfolk 43|Oxford|Bodleian Library
BodGreaves43|Bodleian Library: Greaves 43 (SC 3815)|Oxford|Bodleian Library
BodGreaves54|Bodleian Library: Greaves 54 (SC 3826)|Oxford|Bodleian Library
BodGreaves57|Bodleian Library: Greaves 57 (SC 3829)|Oxford|Bodleian Library
BodGreaves60|Bodleian Library: Greaves 60 (SC 3832)|Oxford|Bodleian Library
BodHat2|Bodleian Library: Hatton 2 (SC 4130) [olim Hatton 105]|Oxford|Bodleian Library
BodHat12|Bodleian Library: Hatton 12 (SC 4127)|Oxford|Bodleian Library
BodHat18|Bodleian Library: Hatton 18 (SC 4109)|Oxford|Bodleian Library
BodHat19|Bodleian Library: Hatton 19 (SC 4110)|Oxford|Bodleian Library
BodHat26|Bodleian Library: Hatton 26 (SC 4061)|Oxford|Bodleian Library
BodHat51|Bodleian Library: Hatton 51 (SC 4099)|Oxford|Bodleian Library
BodHat56|Bodleian Library: Hatton 56 (SC 4062)|Oxford|Bodleian Library
BodHat57|Bodleian Library: Hatton 57 (SC 4063)|Oxford|Bodleian Library
BodHat73|Bodleian Library: Hatton 73 (SC 4119)|Oxford|Bodleian Library
BodHat96|Bodleian Library: Hatton 96 (SC 4124)|Oxford|Bodleian Library
BodHat97|Bodleian Library: Hatton 97 (SC 4070)|Oxford|Bodleian Library
BodHat106|Bodleian Library: Hatton 106 (SC 4055)|Oxford|Bodleian Library
BodHat107|Bodleian Library: Hatton 107 (SC 4031)|Oxford|Bodleian Library
BodHat116|Bodleian Library: Hatton 116 (SC 5136)|Oxford|Bodleian Library
BodHatDon1|Bodleian Library: Hatton Donati 1 (SC 4138)|Oxford|Bodleian Library
BodHerD38|Bodleian Library: Hearne’s Diary 38 [olim Rawlinson K.38 (SC 15161)]|Oxford|Bodleian Library
BodHerD104|Bodleian Library: Hearne’s Diary 104|Oxford|Bodleian Library
BodHolkM39|Bodleian Library: Holkham misc. 39|Oxford|Bodleian Library
BodHolkM41|Bodleian Library: Holkham misc. 41 [olim Holkham Hall 675]|Oxford|Bodleian Library
BodJam6|Bodleian Library: James 6 (SC 3843)|Oxford|Bodleian Library
BodJam34|Bodleian Library: James 34 (SC 3871)|Oxford|Bodleian Library
BodJam43|Bodleian Library: James 43 (SC 3880)|Oxford|Bodleian Library
BodJones8|Bodleian Library: Jones 8 (SC 8915)|Oxford|Bodleian Library
BodJunius1|Bodleian Library: Junius 1 (SC 5113)|Oxford|Bodleian Library
BodJunius56|Bodleian Library: Junius 56 (SC 5167*)|Oxford|Bodleian Library
BodKentCh233|Bodleian Library: Kent Charter 233|Oxford|Bodleian Library
BodLatLitb14|Bodleian Library: Bodl. Lat. liturg. b.14|Oxford|Bodleian Library
BodLatLitE10|Bodleian Library: Bodl. Lat. liturg. e.10 (SC 32942)|Oxford|Bodleian Library
BodLatLitE17|Bodleian Library: Bodl. Lat. liturg. e.17|Oxford|Bodleian Library
BodLatLitE47|Bodleian Library: Bodl. Lat. liturg. e.47|Oxford|Bodleian Library
BodLatLitG1|Bodleian Library: Bodl. Lat. liturg. g.1 (SC 31379)|Oxford|Bodleian Library
BodLatLitG8|Bodleian Library: Bodl. Lat. liturg. g.8 [olim Brough Hall, Wymundham Abbey Psalter]|Oxford|Bodleian Library
BodLatMisB17|Bodleian Library: Lat. misc. b.17 [olim Robartes], no. 152 (two leaves)|Oxford|Bodleian Library
BodLatMisC66|Bodleian Library: Lat. misc. c.66 [olim Capesthorne]|Oxford|Bodleian Library
BodLatMisE22|Bodleian Library: Lat. misc. e.22(R) (SC 30586)|Oxford|Bodleian Library
BodLatMisE85|Bodleian Library: Lat. misc. e.85|Oxford|Bodleian Library
BodLatTheD1|Bodleian Library: Lat. theol. d.1 (SC 29746)|Oxford|Bodleian Library
BodLatTheD15|Bodleian Library: Lat. theol. d.15|Oxford|Bodleian Library
BodLauLat95|Bodleian Library: Laud Lat. 95 (SC 1485)|Oxford|Bodleian Library
BodLauLat114|Bodleian Library: Laud Lat. 114 (SC 649)|Oxford|Bodleian Library
BodLauMis23|Bodleian Library: Laud misc. 23 (SC 655)|Oxford|Bodleian Library
BodLauMis77|Bodleian Library: Laud misc. 77 (SC 997)|Oxford|Bodleian Library
BodLauMis99|Bodleian Library: Laud misc. 99 (SC 1123)|Oxford|Bodleian Library
BodLauMis104|Bodleian Library: Laud misc. 104 (SC 1244)|Oxford|Bodleian Library
BodLauMis108|Bodleian Library: Laud misc. 108 (SC 1486)|Oxford|Bodleian Library
BodLauMis111|Bodleian Library: Laud misc. 111 (SC 1550)|Oxford|Bodleian Library
BodLauMis112|Bodleian Library: Laud misc. 112 |Oxford|Bodleian Library
BodLauMis165|Bodleian Library: Laud misc. 165 (SC 1562)|Oxford|Bodleian Library
BodLauMis174|Bodleian Library: Laud misc. 174 (SC 668)|Oxford|Bodleian Library
BodLauMis210|Bodleian Library: Laud misc. 210 (SC 1292)|Oxford|Bodleian Library
BodLauMis213|Bodleian Library: Laud misc. 213 (SC 1045)|Oxford|Bodleian Library
BodLauMis286|Bodleian Library: Laud misc. 286 (SC 1151)|Oxford|Bodleian Library
BodLauMis330|Bodleian Library: Laud misc. 330 (SC 819)|Oxford|Bodleian Library
BodLauMis413|Bodleian Library: Laud misc. 413 (SC 970)|Oxford|Bodleian Library
BodLauMis416|Bodleian Library: Laud misc. 416 (SC 1479)|Oxford|Bodleian Library
BodLauMis436|Bodleian Library: Laud misc. 436 (SC ??)|Oxford|Bodleian Library
BodLauMis463|Bodleian Library: Laud misc. 463 (SC 1596)|Oxford|Bodleian Library
BodLauMis471|Bodleian Library: Laud misc. 471 (SC 1053)|Oxford|Bodleian Library
BodLauMis486|Bodleian Library: Laud misc. 486 (SC 1186)|Oxford|Bodleian Library
BodLauMis497|Bodleian Library: Laud misc. 497 (SC 1584)|Oxford|Bodleian Library
BodLauMis513|Bodleian Library: Laud misc. 513 (SC 1177)|Oxford|Bodleian Library
BodLauMis524|Bodleian Library: Laud misc. 524 (SC 1049)|Oxford|Bodleian Library
BodLauMis553|Bodleian Library: Laud misc. 553|Oxford|Bodleian Library
BodLauMis557|Bodleian Library: Laud misc. 557 (SC 1124)|Oxford|Bodleian Library
BodLauMis559|Bodleian Library: Laud misc. 559 (SC 1222)|Oxford|Bodleian Library
BodLauMis568|Bodleian Library: Laud misc. 568 (SC 1117)|Oxford|Bodleian Library
BodLauMis581|Bodleian Library: Laud misc. 581 (SC 987)|Oxford|Bodleian Library
BodLauMis595|Bodleian Library: Laud misc. 595 (SC 1502)|Oxford|Bodleian Library
BodLauMis598|Bodleian Library: Laud misc. 598 (SC 1475)|Oxford|Bodleian Library
BodLauMis600|Bodleian Library: Laud misc. 600 (SC 1476)|Oxford|Bodleian Library
BodLauMis601|Bodleian Library: Laud misc. 601 (SC 1491)|Oxford|Bodleian Library
BodLauMis609|Bodleian Library: Laud misc. 609 (SC 754)|Oxford|Bodleian Library
BodLauMis622|Bodleian Library: Laud misc. 622 (SC 1414)|Oxford|Bodleian Library
BodLauMis647|Bodleian Library: Laud misc. 647 (SC 1595)|Oxford|Bodleian Library
BodLauMis656|Bodleian Library: Laud misc. 656 (SC 1059)|Oxford|Bodleian Library
BodLauMis673|Bodleian Library: Laud misc. 673 (SC 505)|Oxford|Bodleian Library
BodLauMis683|Bodleian Library: Laud misc. 683 (SC 798)|Oxford|Bodleian Library
BodLauMis685|Bodleian Library: Laud misc. 685 (SC 817)|Oxford|Bodleian Library
BodLauMis704|Bodleian Library: Laud misc. 704 (SC 815)|Oxford|Bodleian Library
BodLauMis706|Bodleian Library: Laud misc. 706 (SC 809)|Oxford|Bodleian Library
BodLauMis722|Bodleian Library: Laud misc. 722 (SC 1174)|Oxford|Bodleian Library
BodLauMis733|Bodleian Library: Laud misc. 733 (SC 1129)|Oxford|Bodleian Library
BodLauMis734|Bodleian Library: Laud misc. 734|Oxford|Bodleian Library
BodLauMis735|Bodleian Library: Laud misc. 735 (SC 1504)|Oxford|Bodleian Library
BodLauMis739|Bodleian Library: Laud misc. 739 (SC 1234)|Oxford|Bodleian Library
BodLauMis740|Bodleian Library: Laud misc. 740 (SC 1239)|Oxford|Bodleian Library
BodLauMis748|Bodleian Library: Laud misc. 748 (SC 1339)|Oxford|Bodleian Library
BodLiturg104|Bodleian Library: Liturg. 104 (SC 30605)|Oxford|Bodleian Library
BodLye16|Bodleian Library: Lyell 16|Oxford|Bodleian Library
BodLye24|Bodleian Library: Lyell 24 [olim Quaritch Cat. Illuminated MSS, 1931, no. 66]|Oxford|Bodleian Library
BodLye28|Bodleian Library: Lyell 28|Oxford|Bodleian Library
BodLye30|Bodleian Library: Lyell 30|Oxford|Bodleian Library
BodLye31|Bodleian Library: Lyell 31|Oxford|Bodleian Library
BodLye34|Bodleian Library: Lyell 34 [olim John Speed Davies]|Oxford|Bodleian Library
BodLye35|Bodleian Library: Lyell 35|Oxford|Bodleian Library
BodLyeEmp6|"Bodleian Library: Lyell Empt. 6 [olim Strong, olim Phillipps 2734, Robinson Sale Cat. No.
            50, Item l0; Robinson Sale Cat. 62, Item 125]"|Oxford|Bodleian Library
BodMal4|Bodleian Library: Malone 4 (SC 20552)|Oxford|Bodleian Library
BodMal941|Bodleian Library: Malone 941 (printed) [Launfal fragments]|Oxford|Bodleian Library
BodeMus1|Bodleian Library: e Musaeo 1 (SC 3681)|Oxford|Bodleian Library
BodeMus23|Bodleian Library: e Musaeo 23 (SC 3493)|Oxford|Bodleian Library
BodeMus35|Bodleian Library: e Musaeo 35 (SC 3615)|Oxford|Bodleian Library
BodeMus52|Bodleian Library: e Musaeo 52 (SC 3510)|Oxford|Bodleian Library
BodeMus53|Bodleian Library: e Musaeo 53 (SC 3588)|Oxford|Bodleian Library
BodeMus63|Bodleian Library: e Musaeo 63 (SC 3652)|Oxford|Bodleian Library
BodeMus75|Bodleian Library: e Musaeo 75 (SC 3696)|Oxford|Bodleian Library
BodeMus76|Bodleian Library: e Musaeo 76 (SC 3679)|Oxford|Bodleian Library
BodeMus86|Bodleian Library: e Musaeo 86 (SC 3629)|Oxford|Bodleian Library
BodeMus88|Bodleian Library: e Musaeo 88 (SC 3509)|Oxford|Bodleian Library
BodeMus124|Bodleian Library: e Musaeo 124 (SC 3562)|Oxford|Bodleian Library
BodeMus160|Bodleian Library: e Musaeo 160 (SC 3692)|Oxford|Bodleian Library
BodeMus180|"Bodleian Library: e Musaeo 180 (SC 3635)
        "|Oxford|Bodleian Library
BodeMus181|Bodleian Library: e Musaeo 181 (SC 3556)|Oxford|Bodleian Library
BodeMus198|Bodleian Library: e Musaeo 198 (SC 3712)|Oxford|Bodleian Library
BodeMus232|Bodleian Library: e Musaeo 232 (SC 3657)|Oxford|Bodleian Library
BodeMus243|Bodleian Library: e Musaeo 243 (SC 3548)|Oxford|Bodleian Library
BodNorthC80|Bodleian Library: North C.80|Oxford|Bodleian Library
BodRaw4|Bodleian Library: Rawlinson 4to 598 (10)|Oxford|Bodleian Library
BodRawA273|Bodleian Library: Rawlinson A.273 (SC 11159)|Oxford|Bodleian Library
BodRawA338|Bodleian Library: Rawlinson A.338 (SC 11224)|Oxford|Bodleian Library
BodRawA362|Bodleian Library: Rawlinson A.362 (SC 11247)|Oxford|Bodleian Library
BodRawA366|Bodleian Library: Rawlinson A.366 (SC 15460)|Oxford|Bodleian Library
BodRawA389|Bodleian Library: Rawlinson A.389 (SC 11272)|Oxford|Bodleian Library
BodRawB171|Bodleian Library: Rawlinson B.171 (SC 11539)|Oxford|Bodleian Library
BodRawB190|Bodleian Library: Rawlinson B.190 (SC 15500)|Oxford|Bodleian Library
BodRawB196|Bodleian Library: Rawlinson B.196 (SC 11556)|Oxford|Bodleian Library
BodRawB214|Bodleian Library: Rawlinson B.214 (SC 11566)|Oxford|Bodleian Library
BodRawB216|Bodleian Library: Rawlinson B.216 (SC 11568)|Oxford|Bodleian Library
BodRawB252|Bodleian Library: Rawlinson B.252 (SC 11598)|Oxford|Bodleian Library
BodRawB306|Bodleian Library: Rawlinson B.306 (SC 11645)|Oxford|Bodleian Library
BodRawB332|Bodleian Library: Rawlinson B.332 (SC 11670)|Oxford|Bodleian Library
BodRawB408|Bodleian Library: Rawlinson B.408 (SC 11755)|Oxford|Bodleian Library
BodRawB471|Bodleian Library: Rawlinson B.471 (SC 15516)|Oxford|Bodleian Library
BodRawC22|Bodleian Library: Rawlinson C.22 (SC 15408)|Oxford|Bodleian Library
BodRawC35|Bodleian Library: Rawlinson C.35 (SC 11901)|Oxford|Bodleian Library
BodRawC48|Bodleian Library: Rawlinson C.48 (SC 11914)|Oxford|Bodleian Library
BodRawC72|Bodleian Library: Rawlinson C.72 (SC 11937)|Oxford|Bodleian Library
BodRawC81|Bodleian Library: Rawlinson C.81 (SC 11946)|Oxford|Bodleian Library
BodRawC83|Bodleian Library: Rawlinson C.83 (SC 11948)|Oxford|Bodleian Library
BodRawC85|Bodleian Library: Rawlinson C.85 (SC 12145)|Oxford|Bodleian Library
BodRawC86|Bodleian Library: Rawlinson C.86 (SC 11951)|Oxford|Bodleian Library
BodRawC285|Bodleian Library: Rawlinson C.285 (SC 12143)|Oxford|Bodleian Library
BodRawC288|Bodleian Library: Rawlinson C.288 (SC 12146)|Oxford|Bodleian Library
BodRawC301|Bodleian Library: Rawlinson C.301 (SC 12158)|Oxford|Bodleian Library
BodRawC307|Bodleian Library: Rawlinson C.307 (SC 12164)|Oxford|Bodleian Library
BodRawC316|Bodleian Library: Rawlinson C.316 (SC 12172)|Oxford|Bodleian Library
BodRawC317|Bodleian Library: Rawlinson C.317 (SC 12173)|Oxford|Bodleian Library
BodRawC319|Bodleian Library: Rawlinson C.319 (SC 12175)|Oxford|Bodleian Library
BodRawC401|Bodleian Library: Rawlinson C.401 (SC 12255)|Oxford|Bodleian Library
BodRawC446|Bodleian Library: Rawlinson C.446 (SC 12297)|Oxford|Bodleian Library
BodRawC448|Bodleian Library: Rawlinson C.448 (SC 12299)|Oxford|Bodleian Library
BodRawC506|Bodleian Library: Rawlinson C.506 (SC 15353)|Oxford|Bodleian Library
BodRawC510|Bodleian Library: Rawlinson C.510 (SC 12357)|Oxford|Bodleian Library
BodRawC534|Bodleian Library: Rawlinson C.534 |Oxford|Bodleian Library
BodRawC572|Bodleian Library: Rawlinson C.572 (SC 12417)|Oxford|Bodleian Library
BodRawC641|Bodleian Library: Rawlinson C.641 (SC 12487)|Oxford|Bodleian Library
BodRawC655|Bodleian Library: Rawlinson C.655 (SC 15481)|Oxford|Bodleian Library
BodRawC662|Bodleian Library: Rawlinson C.662 (SC 12506)|Oxford|Bodleian Library
BodRawC670|Bodleian Library: Rawlinson C.670 (SC 12514)|Oxford|Bodleian Library
BodRawC699|Bodleian Library: Rawlinson C.699 (SC 12543)|Oxford|Bodleian Library
BodRawC813|Bodleian Library: Rawlinson C.813 (SC 12653) [Welles Anthology]|Oxford|Bodleian Library
BodRawC884|Bodleian Library: Rawlinson C.884 (SC 12718)|Oxford|Bodleian Library
BodRawC890|Bodleian Library: Rawlinson C.890 (SC 12724)|Oxford|Bodleian Library
BodRawC891|Bodleian Library: Rawlinson C.891 (SC 12725)|Oxford|Bodleian Library
BodRawD82|Bodleian Library: Rawlinson D.82 (SC 12900)|Oxford|Bodleian Library
BodRawD251|Bodleian Library: Rawlinson D.251 (SC 13059)|Oxford|Bodleian Library
BodRawD328|Bodleian Library: Rawlinson D.328 (SC 15444)|Oxford|Bodleian Library
BodRawD375|Bodleian Library: Rawlinson D.375 (SC 15542)|Oxford|Bodleian Library
BodRawD893|Bodleian Library: Rawlinson D.893 (SC 13659)|Oxford|Bodleian Library
BodRawD913|Bodleian Library: Rawlinson D.913 (SC 13679)|Oxford|Bodleian Library
BodRawD939|Bodleian Library: Rawlinson D.939 (SC 15409)|Oxford|Bodleian Library
BodRawD1046|Bodleian Library: Rawlinson D.1046 (SC 13799)|Oxford|Bodleian Library
BodRawD1062|Bodleian Library: Rawlinson D.1062 (SC 13814)|Oxford|Bodleian Library
BodRawF38|Bodleian Library: Rawlinson F.38 (SC 15563)|Oxford|Bodleian Library
BodRawF145|Bodleian Library: Rawlinson F.145 (SC 15432)|Oxford|Bodleian Library
BodRawG18|Bodleian Library: Rawlinson G.18 (SC 14751)|Oxford|Bodleian Library
BodRawG22|Bodleian Library: Rawlinson G.22 (SC 14755)|Oxford|Bodleian Library
BodRawG59|Bodleian Library: Rawlinson G.59 (SC 14790)|Oxford|Bodleian Library
BodRawK38|Bodleian Library: Rawlinson K.38 (SC 15161)|Oxford|Bodleian Library
